Volume,Text No.,Text Title,Match with T Text? (1=yes 0=no 2 = ref),Quote in LS,Ch. in T Text,Quote in T Text,P. No. in T Text,UID
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_sems can kun rig dri ma med:_phung po 'byung ba yab yum lnga:_rtsa khams skye mched sems dpa'i tshogs:_srid gsum dkyil 'khor rang lus rdzogs:_zhes pa dang :,18,sems can kun rig dri ma med/_/phung po 'byung ba yab yum lnga/_/rtsa khams skye mched lha'i tshogs/_/srid gsum dkyil 'khor rang lus rdzogs/_/,,93591
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_mngal zhugs 'byung ba lnga ldan te:_zla ba bcu ni sa bcu'i tshul:_skyes pa rang bzhin sprul pa'i sku:_lhun grub sku gsum bdag nyid do:_zhes so:,18,mngal zhugs byang chub rnam lnga ste/_/zla_rgyu ba dgu ni sa bcu'i tshul/_/skyes pa rang bzhin sprul pa'i sku/_/lhun grub sku gsum bdag nyid do/_/,,41423
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_rang byung rig pa'i rang rtsal las:_sku lnga dang ni ye shes lnga:_rigs lnga 'od lnga rlung lnga ni:_shes rab lnga la sogs par gnas:_zhes pas:_,18,rang byung rig pa'i rang rtsal las/_/sku lnga dang ni ye shes lnga/_/rigs lnga 'od lnga rlung ni lnga/_/shes rab lnga la sogs par gnas/_/,,35381
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_rig pa'i yon tan 'od lngar gsal:_ces so:_yang rang gi rig pa nyid rlung lnga ltar 'byung ste:,18,rig pa'i yon tan 'od lngar gsal/,,32324
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_rig pa'i rtsal las ye shes gsum:_ngo bo stong pa'i ye shes dang :_rang bzhin gsal ba'i ye shes dang :_thugs rje kun khyab ye shes so:_zhes so:_,18,rig pa'i rtsal la ye shes gsum/_/ngo bo stong pa'i ye shes dang /_/rang bzhin gsal ba'i ye shes dang /_/thugs rje kun khyab ye shes gsum/_/,,49720
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las: dmigs su med pa chos sku'i 'od:_ma 'gags gsal ba longs sku'i 'od: snang ba sna tshogs sprul sku'i 'od:_ces so:_,18,dmigs su med pa chos sku'i 'od// [67] ma 'gags gsal ba longs sku'i 'od/_/snang ba sna tshogs sprul pa'i sku/_/,,71196
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_sems ni dran tsam rig pa'i rtsal:_snang shes dag tu gyur tshad kun:_rig pa nyid las logs pa med:_ces so:,18,sems ni dran sems rig pa'i rtsal/_/snang shes dag tu 'gyur tshad kun/_/rig pa nyid ni log na med/_/,,78582
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_snying dang rtsa dang dung khang dang :_mig dang bzhi yi gzhal yas na:_ye shes chen po de na gnas: zhes pa dang :_,18,snying dang rtsa dang dung khang dang /_/mig dang bzhi'i gzhal yas khang na/_/ye shes chen po de na gnas/_,,75671
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_sems can kun gyi lus kyi nang :_tsit+ta dung khang rtsa nang sgo:_de ni rig pa'i gnas yin no:_zhes pa dang :,18,sems can kun gyi lus kyi nang /_/tsit+ta rtsa nang dung khang sgo/_/de ni rig pa'i gnas yin no/_/,,67546
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_rin chen lus kyi gnas de na:_ngo bo stong gsal sku ru gnas:_rang bzhin gsal stong ti la 'od:_thugs rjes snang stong sgron mar gnas:_zhes pas,18,rin chen lus kyi gnas de na/_/ngo bo stong gsal sku ru gnas/_/rang bzhin gsal stong de la 'od/_/thugs rje sna tshogs sgron mar gnas|_|,,69812
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_rang rig ngo bo skur gnas te:_gsal la rang bzhin ma grub pa:_snying nang yab yum zhi ba'i tshul:_dung_ khang khro bo'i tshul du gnas:_zhes pa dang :,18,rang rig ngo bo skur gnas te/_/gsal la rang bzhin lhun grub pas/_/snying nang yab yum zhi ba'i tshul/_/dung khang khro bo'i tshul du gnas/_,,60212
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_lus la gnas pa'i rig pa yang :_phyi ltar zhi khro'i rang bzhin la:_nang ltar DAk+ki yab yum mo:_zhes so,18,lus la gnas pa'i rim pa _ma yang |_|phyi ltar zhi khro'i rang bzhin las/_/nang ltar d+hA ki yab yum mo/_/,,16404
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_rig pa'i sku yi rang mdangs ni:_rtsa yi nang na thig le dang :_'od zer lta bur gnas pa 'o:_zhes so:,18,rig pa sku'i rang mdangs las/_/rtsa'i nang na thig le dang /_'od zer lta bur gnas pa'o/,,21435
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_rig pa sku yi rang mdangs 'od:_rtsa yi nang na nyi zer bzhin: dbang po'i sgo la nges thon te:_thugs rje'i sgron ma nam mkha'i mthongs su gsal:_ces so:_,18,rig pa sku'i rang mdangs las/_/rtsa'i nang na thig le dang /_'od zer lta bur gnas pa'o/,,80223
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_rig pa'i sku ni bum sku 'dra:_ye shes bum pa'i mar me 'dra:_thugs rje me long dngos ltar gsal:_longs spyod sku la sku gsung thugs:_yon tan dang ni phrin las sogs:_sku ni snang la rang bzhin med: ces so:,18,rig pa'i sku ni bum sku 'dra/_/ye shes bum pa'i mar me 'dra/_/thugs rje me long ngos ltar gsal/_/longs spyod sku la sku gsung thugs/_/yon tan dang ni phrin las so/_/sku ni snang la rang bzhin med/_/,,43991
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_'khor lo lnga yi dbus dag na:_ro ma rkyang ma kun d+haRa maH dbang po'i sgo la zug par gnas:_zhes so:_,31,khor lo lnga po de'i dbus/_/ro rkyang dbu ma gsum po ni/_/ka ba'i tshul du drang por gnas/_,,99160
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_rtsa yi gtso bo gsum las ni:_yal ga grangs las 'das pa gyes:_thad sor dbang po'i sgo rten byed:de yis chos kun ston par byed:_khyad par tsit+ta nas 'brel ba'i:_dar skud ba men rwa yi kha:_dbang po'i mig la zug pa ste:_de ni chos nyid kun gyi lam: zhes so:_,18,rtsa'i gtso bo gsum la ni/_/yal ga grangs las 'das pa gyes/_/thad so dbang po'i sgo don byed/_/de'i chos kun ston byed cing /_/khyad par tsit+ta nas [69] 'brel ba'i/_/dar skud ba man rwa 'dra'i kha/_/dbang po'i sgo la zug pa ste/_/de ni chos nyid kun gyi lam/_/,,97365
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_yid dpyod tshig phyir ma lus par:_mngon sum 'char ba'i sgo ni mig:_gzhan la de ltar ma yin no:_zhes so:,18,yid dpyod tshig phyir ma lus pa/_/mngon sum 'char ba'i sgo ni mig_/gzhan la de lta ma yin no/_,,91153
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las: rkyen bral gsum la 'char bar 'gyur:_ces pa dang :_,18,rkyen bral gsum las 'char bar 'gyur/_/,,40142
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_de ltar bla mas ngo sprad pas:_rgyangs zhags las ni sgron ma shar:_yul snang rang mdangs nyid du gsal:_de nyid shes rab sgron ma yis:_yid dpyod theg pa'i sgro 'dogs chod:_dngos su thig le sgron mar shar:_'khor 'das zang thal nyid du chodaH:_rnam dag dbyings kyi sgron ma yis:_nyams kyi snang ba gong 'phel lo:_zhes pa dang :,18,de ltar bla mas ngo sprod pas/_/rgyang zhag las ni sgron ma shar/_/yul snang rang mdangs nyid du gsal/_/de nyid shes rab sgron ma yin/_/yid dpyod theg pa sgro 'dog chod/_/dngos su thig le sgron ma shar/_/'khor 'das zang thal nyid du chod/_/rnam dag dbyings kyi sgron ma yin/_/nyams kyi snang ba gong 'phel lo/_,,54260
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_yul du sgron ma dag la ni:_lam snang rig pa lu gu rgyud:_lam snang lhun grub rig mdangs lnga:_lam snang thugs rje dbang por gsal:_ces pa dang :,18,yul du sgron ma dag la ni/_/lam snang rig pa lu gu rgyud/_/lam snang lhun grub rig mdangs lnga/_/lam snang thugs rjes dbang po gsal/_/,,98586
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las: bden pa mthong ba'i gang zag gis:_dang po'i sa nas bcu drug bar:_rim par nyams su blangs pas byung :_gzhan dang sgo bstun gnas skabs kyi:_yon tan 'bras bu'i thob tshul lo:_zhes so:,18,bden pa mthong ba'i gang zag gis/_/dang po'i sa nas bcu drug bar/_/rim par nyams su blang bas 'byung /_/gzhan dang sgo bstun gnas skabs su/_/yon tan 'bras bu'i thob tshul lo/_/,,21721
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,de yang klong gsal las:_ngo bo stong gsal ye shes sku:_rang bzhin thugs rje phyogs ris med:_dbyer med chen por ye sangs rgyas:_zhes dang :,18,ngo bo stong gsal ye shes sku/_/ [72]rang bzhin thugs rje phyogs ris med/_/dbyer med chen por ye sangs rgyas/_/,,22992
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,2,e ma mkhas pa shrI seng ha yis:_mkha' 'gro klong gsal nyi ma'i rgyud:_bcu bdun rgyud rnams bdag la gtad:_g.ya' ri gong gi brag phug tu:_tshe yi rig 'dzin bsgrubs shing bsgoms:_spros med mya ngan 'da' don du:_rgyud kyi khong snying gdams pa phyung :_ye shes mtsho rgyal nyid la gtad: gzhan yang rgyal po la sogs pa:_skal ldan slob bu mang lags kyang :_'di nyid tshig tsam brjod pa med:_bi ma mi tra 'byon dgongs nas:_bco brgyad rgyud dang gdams par bcas:_ma 'ongs skal ldan don du ni:_bum thang seng ge'i brag la sbas:_snyigs mar 'gro don rgya chen 'byung :_,,,,36747
5,34,rnal 'byor bzhi las lta ba'i rnal 'byor,0,klong gsal las:_phyi nang gsang ba thams cad kyang :_ngo bo nyid du mthong zhing rtogs:_zhes so:,,,,32810
5,35,thun bzhi'i rnal 'byor las sgom pa'i rnal 'byor,0,klong gsal las:_sgom gyi ngo bo gsum yin te:_bsgom bya sgom byed thabs kyi bsgom:_zhes so:,,,,45076
5,38,zhal gdams gsang ba'i dum bu,2,rigs bzhi'i mkha' 'gro ma mo 'khor bcas la:_khyad du 'phags pa klong gsal nyi ma'i rgyud:_bshad de brgyud nas shrI seng ha yis:_'di rgyud bcu bdun bcas pa bdag la gtad: !,,,,28703
5,38,zhal gdams gsang ba'i dum bu,0,klong gsal las:_ye shes nyid las ma rig 'khrul:_ces pas:_,,,,10680
5,38,zhal gdams gsang ba'i dum bu,0,klong gsal las:_lhun grub gdangs la rig 'dzin 'thas:_de las 'byung ba lnga ru grub:_de yang rig rtsal khyab pa'i phyir:_so so'i byed las rtsal dang ldan:_ces so:,,,,39921
5,38,zhal gdams gsang ba'i dum bu,0,klong gsal las_zhugs nas don te sprul pa'i sku:_zhes so:,,,,18734
5,38,zhal gdams gsang ba'i dum bu,0,klong gsal las:_thog ma'i gzhi las 'khrul pa'i rtsal: 'byung ba 'dus pa'i dkyil 'khor ni:_rtsa rlung dngas ma dbyer med las: rgyal ba'i sa bon yi ger gnas:_'khor lo lnga la sdewayab yum tshul:_rtsa gsum ro ma rkyang ma kun d+haRa ma las ni sku gsum nyid:_phyi ltar phung po lnga 'du shes 'du byed tshor ba gzugs rnam par shes pa lnga nyid la:_nang ltar nyon mongs dug lnga 'o:_gsang ba ltar na sku lnga ste:_yang gsang ye shes lnga nyid do:_phyi ltar 'byung ba lnga nyid la: nang ltar yum chen lnga nyid do:_gsang ba ltar na mkha' 'gro lnga:_yang gsang shes rab lnga nyid do:_phyi ltar 'khor lo lnga nyid la:_nang ltar thig le 'byung ba'i dngas ma lnga yin te:_gsang ba yi ge mahrIHharI ni salnga yin te:_yang gsang DAk+ki sde lnga'o:_rtsa khams thamasacad dpa' bo dang :_mkha' 'gro yab yum rgyal ba'i zhing :_lus 'di rgyal ba'i dkyil 'khor dngos:_zhes pas:_,,,,83881
5,38,zhal gdams gsang ba'i dum bu,0,klong gsal las:_sangs rgyas DAk+ki'i zhing khams su:_pad+ma DAk+ki'i me long la: rin chen DAk+ki'i sgo phye ste:_sgo la las kyi DAk+ki 'byon:_rdo rje DAk+ki chos dbyings mngon sum ston:_zhes so:_,,,,33964
5,38,zhal gdams gsang ba'i dum bu,0,klong gsal las:_dang po 'od las 'byung bar 'khrul:_'khrul pas snod bcud gzugs su grub:_da ni rig pas 'khrul pa dag:_'byung ba ye shes ngang du dngas:_lhag med nyid du bud+d+ha 'o:_gzhan la de ltar ma yin no:_zhes so:,,,,79671
5,39,gnad kyi gdams pa lnga pa,1,klong gsal rgyud dag las:_phyi nang gsang ba la sogs pa: dar gud 'pho 'gyur 'byung ba'i las:_zhes pas:_,99,phyi nang gsang ba la sogs pa'i/_/dar rgud 'pho 'gyur 'byung ba'i las/,,64512
5,40,DAk+ki'i lam 'bras kyi skor,0,klong gsal las:_mtshan dang ldan pa'i rig ma dgos:_mtshan ngan 'phrad na dmyal bar ltung :_de phyir brtag pa'i thabs bstan no:_zhes pas:,,,,41438
5,41,zhal gdams gnad kyi phreng ba,1,kun tu bzang mo klong gsal nyi ma'i rgyud las:_rtsa zhig rtsa zha rtsa rgud gsum:_bde ba med pas spang bar bya:_zhes pas:,99,rtsa zhig rtsa zha rtsa rgud gsum/_/bde ba med pas spang bar bya/,,65581
5,41,zhal gdams gnad kyi phreng ba,1,de yang klong gsal las:_phyi nang gsang ba'i rtags tshang zhing :_dri zhim skad snyan yid 'ong mdzes:_bde ba'i mdangs ldan chos la mos:_gsang thub shes rab che ba 'o:_zhes so:,99,phyi nang gsang ba'i rtags tshangs zhing /_/dri zhim yid 'ong skad snyan mdzes/_/bde ba'i mdangs ldan chos la mos/_/,,92107
5,41,zhal gdams gnad kyi phreng ba,0,de yang klong gsal le'u brgyad pa nas:_skyon spang yon tan ldan pa brten:_'bras bu gnas skabs mthar thug go:_zhes so:_,,,,81530
5,41,zhal gdams gnad kyi phreng ba,1,klong gsal las:_pho nya thag ring jag pa 'dra:_zhes pas:,99,pho nya thag ring jag pa 'dra/,,43531
5,42,Dak+ki gnad thig,1,de yang klong gsal las:_phyi nang gsang ba la sogs pa:_dar gud 'pho 'gyur 'byung ba'i las:_zhes pas:,99,phyi nang gsang ba la sogs pa'i/_/dar rgud 'pho 'gyur 'byung ba'i las/_/bla ma'i zhal las shes par bya/_/,,94109
5,44,zhi ba bar do lam gyi mtshan nyid,2,bdag 'dra pad+ma 'byung gnas kyis:_klong gsal nyi ma'i rgyud dag las:_rdo rje lam gyi mtshan nyid bsdus:_rdo rje sems dpa'i gsang lam 'di:_las can cig dang 'phrad par shog:_rgya rgya rgya:_,,,,19582
5,44,zhi ba bar do lam gyi mtshan nyid,1,klong gsal las/_dus gsum sangs rgyas thams cad kyang /_/b+ha ga'i dbyings nas rang byung ste/_/chos rnams kun gyi 'byung gnas nyid/_/b+ha ga 'char bas na:_chos nyid kyi bar do zhes bya'o:_,11,dus gsum sangs rgyas thams cad kyang /_/b+ha ga'i dbyings nas rang byung te/_/chos rnams kun gyi 'byung gnas nyid/_/b+ha ga gsang sngags kun gyi gnas/_/bde chen ye shes 'byung ba yin/,,21615
5,45,khro bo bar do gnad kyi sgron ma,0,bar do'i spyi bzhag la bzhi ste:_klong gsal nyi ma'i rgyud dag las:_bar do'i dbye ba sa mtshams dang :_gnas lugs snang lugs bzhi nyid do:_zhes so:,,,,52676
5,45,khro bo bar do gnad kyi sgron ma,0,klong gsal las:_'chi rkyen nad kyis 'byung ba 'khrugs:_lus ngag yid la sdug bsngal lo:_zhes pas:_,,,,33660
5,45,khro bo bar do gnad kyi sgron ma,0,klong gsal las:_bdag 'dzin lus kyi rten bor nas:_chos nyid don la spyod pa'o:_zhes pas:,,,,98131
5,45,khro bo bar do gnad kyi sgron ma,0,_klong gsal las:_bar do'i gnas lugs rnam pa bzhi:_rigs drug snang tshul so sor snang :_sdug bsngal ye shes phyad phyod nyid: ces so:_,,,,77634
5,45,khro bo bar do gnad kyi sgron ma,0,klong gsal las:_de tshe sgra 'od zer dang 'khrigs:_sku yi snang bas skrag par byed:_ces pas skad cig ma de la lus bor ba'i gnad kyis:,,,,61185
5,45,khro bo bar do gnad kyi sgron ma,0,klong gsal las:_de ltar snang ba de dag la:_rigs lnga yab yum tshom bur gsal:_dpag med grangs las 'das pa la:_kha dog phyag rgya rgyan dang ldan:_gdan khri bzhugs tshul cha mnyam pa:_lnga lnga'i tshul du mthud 'od kyis bskor:_yab yum so so'i cha 'dzin pa:_sems dpa' dang ni sems mar bcas:_dkyil 'khor gcig rdzogs nyid du 'char:_ces so:,,,,70958
5,45,khro bo bar do gnad kyi sgron ma,0,klong gsal las:_de tshe rang gi snying ga nas:_zer thag 'od kyi lu gu rgyud:_tshom bu'i thugs kar 'brel ba la:_de dag thig les rab brgyan pas:_shes pa zin pas bsam gtan skye:_zhes so:,,,,57707
5,45,khro bo bar do gnad kyi sgron ma,0,snga ma klong gsal las las:_de nas rang gi snying ga nas:_'od zer tshon skud sgril ba gcig:_tshom bu'i thugs kaRa 'brel bar snang :_de nas tshom bu'i sku de rnams:_rang la thim snyam snang ba 'char:_ces so:_,,,,71757
5,45,khro bo bar do gnad kyi sgron ma,0,klong gsal las:_'di nyid sprul pa'i zhing khams su:_rigs kyi bdag po rnam pa lngas:byin brlabs dbang bskur lung bstan nas:_las zad 'dzin pa dag 'gyur te:_bar do med par sangs rgya 'o:_zhes so:,,,,45969
5,46,bar do'i gdams pa 'byung ba 'dus pa 'bral ba rtags kyi rim pa,0,klong gsal las: 'degs byed don gyi rlung bros pas:_lus ni mi theg sgyid pa skyur:_yan lag mi 'dus smra ba dka':_mig ldog dbugs ni phyi ru phul:_bkrag mdangs bskyed pa'i rlung bros pas:_lus ham kha snar bal dud chags:_sha tsha kha skam gshin dri mnam:_dngas snyigs 'byed pa'i rlung brosapas:_bza' btung mi len lus stobs shor:_me dngamanyam pa'i rlung bros pas:_lus kyi drod ni mtha' nas 'chor:_bskal pa las kyi rlung bros pas:_lus la za zi phyad phyod lang :_rtsa phran khrag ni srog rtsar 'du:_zhes so:_,,,,35191
5,50,od gsal bzhugs so,2,bdag 'dra pad+ma 'byung gnas kyis: gang zag las can don du ni:_klong gsal nyi ma'i tan tra las:_steng sgo 'og sgo bar sgo dang :_bar do 'od gsal 'pho ba rmi lam gyis:_tshe 'dir sangs rgyas thob bya'i phyir:_yang zab gnad kyi gdams pa btus:_las can cig dang 'phrad par shog:,,,,45309
